1,0.089783,0.25008,0,0,0.059755,0,0,0,0
1,0.069983,0,0,0,0,0,0,0,0
1,0.10227,0,0,0,0,0,0,0,0
1,0.20411,0.23246,0,0,0,0,0,0,0
1,0.878,0.25346,0.11127,0.10593,0.15894,0,0,0.12033,0.076877
1,0.33779,0.24791,0.14314,0.85085,0.064427,0.15018,0,0,0
1,1.2519,0.96542,0.13752,0,0,0,0,0,0
1,0.25966,0,0.068627,0.079852,0.088492,0,0.075817,0.052002,0
1,0.47963,0.068977,0.073548,0.12551,0,0,0,0,0
1,0.78282,0,0,0,0,0,0,0,0
1,0.31236,0.27168,0.28552,0,0.07653,0.16899,0.0948,0.12594,0
1,0.56312,0.15363,0.41242,0,0,0,0,0,0
1,2.5139,0.29192,1.9052,0.13043,0.5834,0,0.13044,0,0
1,0.35503,0.47404,0,0,0.054892,0,0,0,0
1,0.35812,0.73619,0.097983,0,0.20416,0,0,0,0
1,2.0427,0.27124,0.11764,0,0,0,0,0,0
1,0.35112,0.22993,0.081802,0,0,0,0,0,0
1,1.6746,2.6323,0.19528,2.3096,1.002,0,0.35685,0.42808,0.51896
1,1.8337,1.0939,1.1833,0.12362,0,0.31193,0.12977,0,0
1,0,4.8934,0,0,0.56024,0,0,0,0
1,3.1081,0.66568,0.67343,2.7848,1.063,0,0.64384,0.62771,1.6996
1,0.64172,0.32575,0.52687,0,0.11382,0.1982,0.13947,0.20192,0
1,1.8426,0.74483,1.0389,0.09915,0.25355,0.2446,0.10166,0.12259,0
1,0.51389,0.13623,0.098714,0,0.072065,0,0,0,0
1,0.28612,0,0.091263,0.10529,0.15699,0,0.1092,0,0
1,0.23052,0.17642,0,0,0,0,0,0,0
1,0.1093,0.10755,0,0,0,0,0,0,0
1,0.34067,0.086018,0,0,0,0,0,0,0
